"ID"	"Study.name"	"Outcome"	"PERSON"	"Sample.size"	"Correlation"	"Fisher.s.Z"	"Std.Err"	"Full.Reference"	"Long.Dup"	"raw.r."	"Study"	"SEX"	"Best."	"AGE"	"East.West"	"setting2"	"Setting"	"1st"	"2nd"	"3rd"	"4th"	"aveORonlyR"	"aveDVs"	"Country"	"t"	"df"	"d_est"	"p.onetail"	"p.twotail"
"354"	"SSHipABfL"	"AggBeh"	"."	403	0.155	0.15625949779936	0.05	"Suzuki, K., Sado, M., Horiuchi, Y., & Hasegawa, M., Sakamoto, A. (in press) Chugakusei no terebigeemu shiyou to kougekisei: Bouryoku byousha sicho no eikyou oyobi ninchitekijukuryosei niyoru chouseikouka no kentou [Does video game use grow aggression?: Effects of frequent viewing of violent depictions and moderating role of cognitive reflection on junior high school students]. Journal of Digital Games Research. (in Japanese)."	"LS"	"y"	1	"F"	"y"	"Child"	"East"	"Long"	"Long"	"0.130000"	"0.180000"	"."	"."	"0.155"	"Vsc,Vs*Wtime"	"Japan"	3.1251899559872	401	0.313792346826967	0.000953083878173028	0.00190616775634606
"357"	"SSHipABmL"	"AggBeh"	"."	387	0.137	0.137866901333554	0.0510310363079829	"Suzuki, K., Sado, M., Horiuchi, Y., & Hasegawa, M., Sakamoto, A. (in press) Chugakusei no terebigeemu shiyou to kougekisei: Bouryoku byousha sicho no eikyou oyobi ninchitekijukuryosei niyoru chouseikouka no kentou [Does video game use grow aggression?: Effects of frequent viewing of violent depictions and moderating role of cognitive reflection on junior high school students]. Journal of Digital Games Research. (in Japanese)."	"LS"	"y"	1	"M"	"y"	"Child"	"East"	"Long"	"Long"	"0.230000"	"0.040000"	"."	"."	"0.137"	"Vsc,Vs*Wtime"	"Japan"	2.70162848548673	385	0.276608124890991	0.00360256855662428	0.00720513711324855
"366"	"SSI04ABfL"	"AggBeh"	"."	302	0.13	0.130739850028878	0.057831493196624	"Shibuya, A., Sakamoto, A., Ihori, N., Yukawa, S. (2004). Media bouryoku heno sesshoku, sesshoku kankyo ga kougekisei ni oyobosu choukiteki eikyou: Shougakusei heno paneru chosa [The long-term effects of media violence and its situational variables on aggression: A panel study to elementary school children]. Proceeding of the 45th convention of the Japanese Society of Social Psychology, pp. 248-249."	"LS"	"y"	1	"F"	"y"	"Child"	"East"	"Long"	"Long"	NA	NA	NA	NA	"0.13"	NA	"Japan"	2.26070334349434	300	0.262225245042163	0.0122470147790088	0.0244940295580177
"369"	"SSI04ABmL"	"AggBeh"	"."	289	0.137	0.137866901333554	0.0591312395989083	"Shibuya, A., Sakamoto, A., Ihori, N., Yukawa, S. (2004). Media bouryoku heno sesshoku, sesshoku kankyo ga kougekisei ni oyobosu choukiteki eikyou: Shougakusei heno paneru chosa [The long-term effects of media violence and its situational variables on aggression: A panel study to elementary school children]. Proceeding of the 45th convention of the Japanese Society of Social Psychology, pp. 248-249."	"LS"	"y"	1	"M"	"y"	"Child"	"East"	"Long"	"Long"	NA	NA	NA	NA	"0.137"	NA	"Japan"	2.33154086179684	287	0.276608124890991	0.0102085071015959	0.0204170142031918
"398"	"SYS02AB2Lb"	"AggBeh"	"."	780	0.142	0.142966145363997	0.0358748001667088	"Sakamoto, A., Yukawa, S., Shibuya, A., & Ihori, N. (2002) Seishounen to housou ni kansuru chousa kenkyu: Terebi to terebigemu niokeru bouryoku ga seishounen no kougekisei ni oyobosu eikyou wo chuushin toshite[A survey report about the youth and broadcasting: The influence of television and videogame violence on aggression] (Unpublished)."	"L"	"y"	2	"MF"	"y"	"Child"	"East"	"Long"	"Long"	"0.181000"	"0.102000"	"."	"."	"0.142"	"BP,30"	"Japan"	3.98514123283304	778	0.286907330188976	3.68901284533604e-05	7.37802569067207e-05
"459"	"YS01ABLb"	"AggBeh"	"."	1050	0.194	0.19649027572296	0.0309048513607707	"Yukawa, S., & Sakamoto, A. (2001). Terebi oyobi terebigemu niokeru bouryoku ga seishounen no kougekisei ni oyobosu eikyo: chugakusei oyobi koukousei wo taisho toshita juudan deta no bunseki [The effects of television and videogame violence on aggression of youth: A longitudinal study of junior high school and high school students]. Proceeding of the 42nd convention of the Japanese Society of Social Psychology, pp. 502-503."	"L"	"y"	1	"MF"	"y"	"Child"	"East"	"Long"	"Long"	"0.153000"	"0.234000"	"."	"."	"0.194"	"BP,30"	"Japan"	6.35791039501249	1048	0.395514164361623	1.52365110461609e-10	3.04730220923218e-10
"323"	"NKS99ACL"	"AggCog"	"."	181	0.089	0.0892361128365011	0.0749531688995861	"Naito, M., Kobayashi, K., & Sakamoto, A. (1999). Terebigemu no shiyou to kougekisei no ingakankei no kentou (3): chugakusei ni taisuru paneru kenkyu [Testing a causal relationship between video game use and aggression: A panel study on junior high school students]. Proceeding of the 40th convention of the Japanese Society of Social Psychology, pp. 288-289."	"L"	"y"	1	"MF"	"y"	"Child"	"East"	"Long"	"Long"	"."	"."	"."	"."	"0.089"	"."	"Japan"	1.19055823985307	179	0.178709184882148	0.117701764395614	0.235403528791228
"372"	"SSI04ACfL"	"AggCog"	"."	302	0.069	0.0691098168739891	0.057831493196624	"Shibuya, A., Sakamoto, A., Ihori, N., Yukawa, S. (2004). Media bouryoku heno sesshoku, sesshoku kankyo ga kougekisei ni oyobosu choukiteki eikyou: Shougakusei heno paneru chosa [The long-term effects of media violence and its situational variables on aggression: A panel study to elementary school children]. Proceeding of the 45th convention of the Japanese Society of Social Psychology, pp. 248-249."	"LS"	"y"	1	"F"	"y"	"Child"	"East"	"Long"	"Long"	NA	NA	NA	NA	"0.069"	NA	"Japan"	1.19502044740604	300	0.138329686696954	0.116511446711008	0.233022893422016
"375"	"SSI04ACmL"	"AggCog"	"."	289	0.155	0.15625949779936	0.0591312395989083	"Shibuya, A., Sakamoto, A., Ihori, N., Yukawa, S. (2004). Media bouryoku heno sesshoku, sesshoku kankyo ga kougekisei ni oyobosu choukiteki eikyou: Shougakusei heno paneru chosa [The long-term effects of media violence and its situational variables on aggression: A panel study to elementary school children]. Proceeding of the 45th convention of the Japanese Society of Social Psychology, pp. 248-249."	"LS"	"y"	1	"M"	"y"	"Child"	"East"	"Long"	"Long"	NA	NA	NA	NA	"0.155"	NA	"Japan"	2.642587891938	287	0.313792346826967	0.00433959164071237	0.00867918328142474
"403"	"SYS02AC2Lb"	"AggCog"	"."	780	0.083	0.0831913873722629	0.0358748001667088	"Sakamoto, A., Yukawa, S., Shibuya, A., & Ihori, N. (2002) Seishounen to housou ni kansuru chousa kenkyu: Terebi to terebigemu niokeru bouryoku ga seishounen no kougekisei ni oyobosu eikyou wo chuushin toshite[A survey report about the youth and broadcasting: The influence of television and videogame violence on aggression] (Unpublished)."	"L"	"y"	2	"MF"	"y"	"Child"	"East"	"Long"	"Long"	"0.092000"	"0.074000"	"."	"."	"0.083"	"BP,30"	"Japan"	2.31893660691281	778	0.166574758343385	0.0103283457701779	0.0206566915403559
"464"	"YS01ACLb"	"AggCog"	"."	1050	0.068	0.0681051024172745	0.0309048513607707	"Yukawa, S., & Sakamoto, A. (2001). Terebi oyobi terebigemu niokeru bouryoku ga seishounen no kougekisei ni oyobosu eikyo: chugakusei oyobi koukousei wo taisho toshita juudan deta no bunseki [The effects of television and videogame violence on aggression of youth: A longitudinal study of junior high school and high school students]. Proceeding of the 42nd convention of the Japanese Society of Social Psychology, pp. 502-503."	"L"	"y"	1	"MF"	"y"	"Child"	"East"	"Long"	"Long"	"0.070000"	"0.066000"	"."	"."	"0.068"	"BP,30"	"Japan"	2.20370263627038	1048	0.136315526669116	0.0138810686069116	0.0277621372138232
"378"	"SSI04EfL"	"Empathy"	"."	302	0.014	0.0140009147742466	0.057831493196624	"Shibuya, A., Sakamoto, A., Ihori, N., Yukawa, S. (2004). Media bouryoku heno sesshoku, sesshoku kankyo ga kougekisei ni oyobosu choukiteki eikyou: Shougakusei heno paneru chosa [The long-term effects of media violence and its situational variables on aggression: A panel study to elementary school children]. Proceeding of the 45th convention of the Japanese Society of Social Psychology, pp. 248-249."	"LS"	"y"	1	"F"	"y"	"Child"	"East"	"Long"	"Long"	"."	"."	"."	"."	"0.014"	NA	"Japan"	0.242098448446493	300	0.0280027444034339	0.404434646850055	0.808869293700111
"381"	"SSI04EmL"	"Empathy"	"."	289	-0.031	-0.0310099360630968	0.0591312395989083	"Shibuya, A., Sakamoto, A., Ihori, N., Yukawa, S. (2004). Media bouryoku heno sesshoku, sesshoku kankyo ga kougekisei ni oyobosu choukiteki eikyou: Shougakusei heno paneru chosa [The long-term effects of media violence and its situational variables on aggression: A panel study to elementary school children]. Proceeding of the 45th convention of the Japanese Society of Social Psychology, pp. 248-249."	"LS"	"y"	1	"M"	"y"	"Child"	"East"	"Long"	"Long"	"."	"."	"."	"."	"-0.031"	NA	"Japan"	-0.524425604358027	287	-0.0620298124890731	0.699806324670911	1.39961264934182
"408"	"SYS02EM1Lb"	"Empathy"	"."	1050	-0.238	-0.242652948778948	0.0309048513607707	"Sakamoto, A., Yukawa, S., Shibuya, A., & Ihori, N. (2002) Seishounen to housou ni kansuru chousa kenkyu: Terebi to terebigemu niokeru bouryoku ga seishounen no kougekisei ni oyobosu eikyou wo chuushin toshite[A survey report about the youth and broadcasting: The influence of television and videogame violence on aggression] (Unpublished)."	"L"	"y"	1	"MF"	"y"	"Child"	"East"	"Long"	"Long"	"."	"."	"."	"."	"-0.238"	"."	"Japan"	-7.85161352003658	1048	-0.490082443380058	0.999999999999995	1.99999999999999
"413"	"SYS02EM2Lb"	"Empathy"	"."	780	-0.24	-0.244774112659353	0.0358748001667088	"Sakamoto, A., Yukawa, S., Shibuya, A., & Ihori, N. (2002) Seishounen to housou ni kansuru chousa kenkyu: Terebi to terebigemu niokeru bouryoku ga seishounen no kougekisei ni oyobosu eikyou wo chuushin toshite[A survey report about the youth and broadcasting: The influence of television and videogame violence on aggression] (Unpublished)."	"L"	"y"	2	"MF"	"y"	"Child"	"East"	"Long"	"Long"	"-0.253900"	"-0.225000"	"."	"."	"-0.24"	"Vsc,Vs*Wtime"	"Japan"	-6.82300978742452	778	-0.494451386058197	0.999999999991036	1.99999999998207
"246"	"ISS03PBLb"	"ProsBeh"	"."	780	-0.09	-0.0902441878561468	0.0358748001667088	"Ihori, N., Sakamoto, A., Shibuya, A. & Yukawa, S. (2003) Shiin betsu no terebigemu sesshoku niyoru kodomo heno eikyou: Shogakusei wo taisho nishita paneru kenkyu [Effects of violent and prosocial scenes of video games on children: A panel study on elementary school children]. Proceedings of the Fall Conference of Japan Association of Simulation and Gaming. pp.30-33."	"L"	"y"	1	"MF"	"y"	"Child"	"East"	"Long"	"Long"	"-0.037200"	"-0.143000"	"."	"."	"-0.09"	"Vsc,Vs*Wtime"	"Japan"	-2.51553144370939	778	-0.180733458781983	0.993957161643728	1.98791432328746
"384"	"SSI04PBfL"	"ProsBeh"	"."	302	-0.091	-0.091252445827796	0.057831493196624	"Shibuya, A., Sakamoto, A., Ihori, N., Yukawa, S. (2004). Media bouryoku heno sesshoku, sesshoku kankyo ga kougekisei ni oyobosu choukiteki eikyou: Shougakusei heno paneru chosa [The long-term effects of media violence and its situational variables on aggression: A panel study to elementary school children]. Proceeding of the 45th convention of the Japanese Society of Social Psychology, pp. 248-249."	"LS"	"y"	1	"F"	"y"	"Child"	"East"	"Long"	"Long"	NA	NA	NA	NA	"-0.091"	NA	"Japan"	-1.57790229481958	300	-0.182758283774434	0.942179056390347	1.88435811278069
"387"	"SSI04PBmL"	"ProsBeh"	"."	289	-0.055	-0.055055559208212	0.0591312395989083	"Shibuya, A., Sakamoto, A., Ihori, N., Yukawa, S. (2004). Media bouryoku heno sesshoku, sesshoku kankyo ga kougekisei ni oyobosu choukiteki eikyou: Shougakusei heno paneru chosa [The long-term effects of media violence and its situational variables on aggression: A panel study to elementary school children]. Proceeding of the 45th convention of the Japanese Society of Social Psychology, pp. 248-249."	"LS"	"y"	1	"M"	"y"	"Child"	"East"	"Long"	"Long"	NA	NA	NA	NA	"-0.055"	NA	"Japan"	-0.931073990358701	287	-0.110166753417329	0.823701091210046	1.64740218242009
"469"	"YS01PBLb"	"ProsBeh"	"."	1050	-0.089	-0.0892361128365011	0.0309048513607707	"Yukawa, S., & Sakamoto, A. (2001). Terebi oyobi terebigemu niokeru bouryoku ga seishounen no kougekisei ni oyobosu eikyo: chugakusei oyobi koukousei wo taisho toshita juudan deta no bunseki [The effects of television and videogame violence on aggression of youth: A longitudinal study of junior high school and high school students]. Proceeding of the 42nd convention of the Japanese Society of Social Psychology, pp. 502-503."	"L"	"y"	1	"MF"	"y"	"Child"	"East"	"Long"	"Long"	"."	"."	"."	"."	"-0.089"	"."	"Japan"	-2.8874467569766	1048	-0.178709184882148	0.998018184096038	1.99603636819208
"361"	"SSI04AAfPL"	"AggAff"	"."	302	-0.013	-0.0130007324076009	0.057831493196624	"Shibuya, A., Sakamoto, A., Ihori, N., Yukawa, S. (2004). Media bouryoku heno sesshoku, sesshoku kankyo ga kougekisei ni oyobosu choukiteki eikyou: Shougakusei heno paneru chosa [The long-term effects of media violence and its situational variables on aggression: A panel study to elementary school children]. Proceeding of the 45th convention of the Japanese Society of Social Psychology, pp. 248-249."	"LT1s"	"n"	1	"F"	"y"	"Child"	"East"	"LongPs"	"LongPs"	NA	NA	NA	NA	"-0.013"	NA	"Japan"	-0.224803678566609	300	-0.026002197278509	0.588857476811059	1.17771495362212
"364"	"SSI04AAmPL"	"AggAff"	"."	289	0.204	0.206902720012192	0.0591312395989083	"Shibuya, A., Sakamoto, A., Ihori, N., Yukawa, S. (2004). Media bouryoku heno sesshoku, sesshoku kankyo ga kougekisei ni oyobosu choukiteki eikyou: Shougakusei heno paneru chosa [The long-term effects of media violence and its situational variables on aggression: A panel study to elementary school children]. Proceeding of the 45th convention of the Japanese Society of Social Psychology, pp. 248-249."	"LT1s"	"n"	1	"M"	"y"	"Child"	"East"	"LongPs"	"LongPs"	NA	NA	NA	NA	"0.204"	NA	"Japan"	3.49904249286213	287	0.416764180534585	0.000270529832901223	0.000541059665802446
"355"	"SSHipABfPL"	"AggBeh"	"."	403	0.052	0.0520469455213167	0.05	"Suzuki, K., Sado, M., Horiuchi, Y., & Hasegawa, M., Sakamoto, A. (in press) Chugakusei no terebigeemu shiyou to kougekisei: Bouryoku byousha sicho no eikyou oyobi ninchitekijukuryosei niyoru chouseikouka no kentou [Does video game use grow aggression?: Effects of frequent viewing of violent depictions and moderating role of cognitive reflection on junior high school students]. Journal of Digital Games Research. (in Japanese)."	"LT1s"	"n"	1	"F"	"y"	"Child"	"East"	"LongPs"	"LongPs"	"0.130000"	"0.180000"	"."	"."	"0.155"	"Vsc,Vs*Wtime"	"Japan"	1.04093891042633	401	0.104140893797093	0.14926554427395	0.298531088547899
"358"	"SSHipABmPL"	"AggBeh"	"."	387	0.018	0.018001944378001	0.0510310363079829	"Suzuki, K., Sado, M., Horiuchi, Y., & Hasegawa, M., Sakamoto, A. (in press) Chugakusei no terebigeemu shiyou to kougekisei: Bouryoku byousha sicho no eikyou oyobi ninchitekijukuryosei niyoru chouseikouka no kentou [Does video game use grow aggression?: Effects of frequent viewing of violent depictions and moderating role of cognitive reflection on junior high school students]. Journal of Digital Games Research. (in Japanese)."	"LT1s"	"n"	1	"M"	"y"	"Child"	"East"	"LongPs"	"LongPs"	"0.230000"	"0.040000"	"."	"."	"0.137"	"Vsc,Vs*Wtime"	"Japan"	0.352764624832534	385	0.0360058334175587	0.362228976636774	0.724457953273548
"367"	"SSI04ABfPL"	"AggBeh"	"."	302	0.062	0.0620796263978297	0.057831493196624	"Shibuya, A., Sakamoto, A., Ihori, N., Yukawa, S. (2004). Media bouryoku heno sesshoku, sesshoku kankyo ga kougekisei ni oyobosu choukiteki eikyou: Shougakusei heno paneru chosa [The long-term effects of media violence and its situational variables on aggression: A panel study to elementary school children]. Proceeding of the 45th convention of the Japanese Society of Social Psychology, pp. 248-249."	"LT1s"	"n"	1	"F"	"y"	"Child"	"East"	"LongPs"	"LongPs"	NA	NA	NA	NA	"0.062"	NA	"Japan"	1.07345709001084	300	0.124239017308062	0.141964380672347	0.283928761344693
"370"	"SSI04ABmPL"	"AggBeh"	"."	289	0.081	0.0811778476417606	0.0591312395989083	"Shibuya, A., Sakamoto, A., Ihori, N., Yukawa, S. (2004). Media bouryoku heno sesshoku, sesshoku kankyo ga kougekisei ni oyobosu choukiteki eikyou: Shougakusei heno paneru chosa [The long-term effects of media violence and its situational variables on aggression: A panel study to elementary school children]. Proceeding of the 45th convention of the Japanese Society of Social Psychology, pp. 248-249."	"LT1s"	"n"	1	"M"	"y"	"Child"	"East"	"LongPs"	"LongPs"	NA	NA	NA	NA	"0.081"	NA	"Japan"	1.37284197308218	287	0.162534070468867	0.085436604931597	0.170873209863194
"373"	"SSI04ACfPL"	"AggCog"	"."	302	0.002	0.00200000266667307	0.057831493196624	"Shibuya, A., Sakamoto, A., Ihori, N., Yukawa, S. (2004). Media bouryoku heno sesshoku, sesshoku kankyo ga kougekisei ni oyobosu choukiteki eikyou: Shougakusei heno paneru chosa [The long-term effects of media violence and its situational variables on aggression: A panel study to elementary school children]. Proceeding of the 45th convention of the Japanese Society of Social Psychology, pp. 248-249."	"LT1s"	"n"	1	"F"	"y"	"Child"	"East"	"LongPs"	"LongPs"	NA	NA	NA	NA	"0.002"	NA	"Japan"	0.0345832790426691	300	0.004000008000024	0.486217516786502	0.972435033573004
"376"	"SSI04ACmPL"	"AggCog"	"."	289	0.07	0.0701146706543252	0.0591312395989083	"Shibuya, A., Sakamoto, A., Ihori, N., Yukawa, S. (2004). Media bouryoku heno sesshoku, sesshoku kankyo ga kougekisei ni oyobosu choukiteki eikyou: Shougakusei heno paneru chosa [The long-term effects of media violence and its situational variables on aggression: A panel study to elementary school children]. Proceeding of the 45th convention of the Japanese Society of Social Psychology, pp. 248-249."	"LT1s"	"n"	1	"M"	"y"	"Child"	"East"	"LongPs"	"LongPs"	NA	NA	NA	NA	"0.07"	NA	"Japan"	1.1857466734998	287	0.14034426569431	0.118351565978547	0.236703131957093
"379"	"SSI04EfPL"	"Empathy"	"."	302	0.029	0.0290081337713624	0.057831493196624	"Shibuya, A., Sakamoto, A., Ihori, N., Yukawa, S. (2004). Media bouryoku heno sesshoku, sesshoku kankyo ga kougekisei ni oyobosu choukiteki eikyou: Shougakusei heno paneru chosa [The long-term effects of media violence and its situational variables on aggression: A panel study to elementary school children]. Proceeding of the 45th convention of the Japanese Society of Social Psychology, pp. 248-249."	"LT1s"	"n"	1	"F"	"y"	"Child"	"East"	"LongPs"	"LongPs"	"."	"."	"."	"."	"0.029"	NA	"Japan"	0.501597523562746	300	0.0580244043941509	0.308159276979314	0.616318553958628
"382"	"SSI04EmPL"	"Empathy"	"."	289	0.053	0.0530497094739487	0.0591312395989083	"Shibuya, A., Sakamoto, A., Ihori, N., Yukawa, S. (2004). Media bouryoku heno sesshoku, sesshoku kankyo ga kougekisei ni oyobosu choukiteki eikyou: Shougakusei heno paneru chosa [The long-term effects of media violence and its situational variables on aggression: A panel study to elementary school children]. Proceeding of the 45th convention of the Japanese Society of Social Psychology, pp. 248-249."	"LT1s"	"n"	1	"M"	"y"	"Child"	"East"	"LongPs"	"LongPs"	"."	"."	"."	"."	"0.053"	NA	"Japan"	0.897151993325168	287	0.106149191382623	0.18519488091895	0.3703897618379
"385"	"SSI04PBfPL"	"ProsBeh"	"."	302	-0.034	-0.0340131104279282	0.057831493196624	"Shibuya, A., Sakamoto, A., Ihori, N., Yukawa, S. (2004). Media bouryoku heno sesshoku, sesshoku kankyo ga kougekisei ni oyobosu choukiteki eikyou: Shougakusei heno paneru chosa [The long-term effects of media violence and its situational variables on aggression: A panel study to elementary school children]. Proceeding of the 45th convention of the Japanese Society of Social Psychology, pp. 248-249."	"LT1s"	"n"	1	"F"	"y"	"Child"	"East"	"LongPs"	"LongPs"	NA	NA	NA	NA	"-0.034"	NA	"Japan"	-0.588141660328317	300	-0.0680393381094283	0.721560151323029	1.44312030264606
"388"	"SSI04PBmPL"	"ProsBeh"	"."	289	-0.029	-0.0290081337713624	0.0591312395989083	"Shibuya, A., Sakamoto, A., Ihori, N., Yukawa, S. (2004). Media bouryoku heno sesshoku, sesshoku kankyo ga kougekisei ni oyobosu choukiteki eikyou: Shougakusei heno paneru chosa [The long-term effects of media violence and its situational variables on aggression: A panel study to elementary school children]. Proceeding of the 45th convention of the Japanese Society of Social Psychology, pp. 248-249."	"LT1s"	"n"	1	"M"	"y"	"Child"	"East"	"LongPs"	"LongPs"	NA	NA	NA	NA	"-0.029"	NA	"Japan"	-0.490572055788561	287	-0.0580244043941509	0.687947995512468	1.37589599102494
"298"	"MWS04AA2b"	"AggAff"	"."	150	-0.073	-0.0731300885324217	0.0824786098842323	"Matsuzaki, N., Watanabe, H., & Satou, K. (2004). Terebigemu no kougekisei ni kansuru kyouikushinrigakuteki kenkyu [Educational psychology of the aggressiveness in the video game]. Bulletin of the Faculty of Education, Ehime University, 51(1), 45-52. "	"Blank"	"y"	2	"MF"	"y"	"Adult"	"East"	"Nonexp"	"Nonexp"	"."	"."	"."	"."	"-0.073"	"."	"Japan"	-0.886655202301151	148	-0.146390578740669	0.811648470563902	1.6232969411278
"312"	"NKS99AA"	"AggAff"	"."	181	0.138	0.138886172011292	0.0749531688995861	"Naito, M., Kobayashi, K., & Sakamoto, A. (1999). Terebigemu no shiyou to kougekisei no ingakankei no kentou (3): chugakusei ni taisuru paneru kenkyu [Testing a causal relationship between video game use and aggression: A panel study on junior high school students]. Proceeding of the 40th convention of the Japanese Society of Social Psychology, pp. 288-289."	"Blank"	"y"	1	"MF"	"y"	"Child"	"East"	"Nonexp"	"Nonexp"	"0.151000"	"0.125000"	"."	"."	"0.138"	"T1,T2"	"Japan"	1.85297265012712	179	0.278666214560382	0.0327662347134542	0.0655324694269084
"359"	"SSI04AAf"	"AggAff"	"."	302	0.058	0.0580651689209408	0.057831493196624	"Shibuya, A., Sakamoto, A., Ihori, N., Yukawa, S. (2004). Media bouryoku heno sesshoku, sesshoku kankyo ga kougekisei ni oyobosu choukiteki eikyou: Shougakusei heno paneru chosa [The long-term effects of media violence and its situational variables on aggression: A panel study to elementary school children]. Proceeding of the 45th convention of the Japanese Society of Social Psychology, pp. 248-249."	"Blank"	"y"	1	"F"	"y"	"Child"	"East"	"Nonexp"	"NonexpS"	NA	NA	NA	NA	"0.058"	NA	"Japan"	1.00404063100225	300	0.11619560565164	0.158084087048219	0.316168174096438
"362"	"SSI04AAm"	"AggAff"	"."	289	0.118	0.118552298854127	0.0591312395989083	"Shibuya, A., Sakamoto, A., Ihori, N., Yukawa, S. (2004). Media bouryoku heno sesshoku, sesshoku kankyo ga kougekisei ni oyobosu choukiteki eikyou: Shougakusei heno paneru chosa [The long-term effects of media violence and its situational variables on aggression: A panel study to elementary school children]. Proceeding of the 45th convention of the Japanese Society of Social Psychology, pp. 248-249."	"Blank"	"y"	1	"M"	"y"	"Child"	"East"	"Nonexp"	"NonexpS"	NA	NA	NA	NA	"0.118"	NA	"Japan"	2.0049012951238	287	0.237660391731724	0.0229562705270293	0.0459125410540586
"391"	"SYS02AA2b"	"AggAff"	"."	780	0.138	0.138886172011292	0.0358748001667088	"Sakamoto, A., Yukawa, S., Shibuya, A., & Ihori, N. (2002) Seishounen to housou ni kansuru chousa kenkyu: Terebi to terebigemu niokeru bouryoku ga seishounen no kougekisei ni oyobosu eikyou wo chuushin toshite[A survey report about the youth and broadcasting: The influence of television and videogame violence on aggression] (Unpublished)."	"Blank"	"y"	2	"MF"	"y"	"Child"	"East"	"Nonexp"	"Nonexp"	"0.163000"	"0.113000"	"."	"."	"0.138"	"BP,30"	"Japan"	3.87141311912243	778	0.278666214560382	5.86445908345752e-05	0.00011728918166915
"452"	"YS01AAb"	"AggAff"	"."	1050	0.034	0.0340131104279282	0.0309048513607707	"Yukawa, S., & Sakamoto, A. (2001). Terebi oyobi terebigemu niokeru bouryoku ga seishounen no kougekisei ni oyobosu eikyo: chugakusei oyobi koukousei wo taisho toshita juudan deta no bunseki [The effects of television and videogame violence on aggression of youth: A longitudinal study of junior high school and high school students]. Proceeding of the 42nd convention of the Japanese Society of Social Psychology, pp. 502-503. "	"Blank"	"y"	1	"MF"	"y"	"Child"	"East"	"Nonexp"	"Nonexp"	"0.040000"	"0.028000"	"."	"."	"0.034"	"BP,30"	"Japan"	1.10057511783095	1048	0.0680393381094283	0.13566717208248	0.27133434416496
"317"	"NKS99AB"	"AggBeh"	"."	181	0.3095	0.31999234554921	0.0749531688995861	"Naito, M., Kobayashi, K., & Sakamoto, A. (1999). Terebigemu no shiyou to kougekisei no ingakankei no kentou (3): chugakusei ni taisuru paneru kenkyu [Testing a causal relationship between video game use and aggression: A panel study on junior high school students]. Proceeding of the 40th convention of the Japanese Society of Social Psychology, pp. 288-289."	"Blank"	"y"	1	"MF"	"y"	"Child"	"East"	"Nonexp"	"Nonexp"	"0.300000"	"0.319000"	"."	"."	"0.3095"	"T1,T2"	"Japan"	4.26923037740939	179	0.650962627852562	1.58846447638468e-05	3.17692895276937e-05
"353"	"SSHipABf"	"AggBeh"	"."	403	0.22	0.223656109021832	0.05	"Suzuki, K., Sado, M., Horiuchi, Y., & Hasegawa, M., Sakamoto, A. (in press) Chugakusei no terebigeemu shiyou to kougekisei: Bouryoku byousha sicho no eikyou oyobi ninchitekijukuryosei niyoru chouseikouka no kentou [Does video game use grow aggression?: Effects of frequent viewing of violent depictions and moderating role of cognitive reflection on junior high school students]. Journal of Digital Games Research. (in Japanese)."	"Blank"	"y"	1	"F"	"y"	"Child"	"East"	"Nonexp"	"NonexpS"	"0.210000"	"0.190000"	"0.220000"	"0.260000"	"0.22"	"T1,T2"	"Japan"	4.47312218043664	401	0.451050802457601	5.02628679781996e-06	1.00525735956399e-05
"356"	"SSHipABm"	"AggBeh"	"."	387	0.201	0.203774438156854	0.0510310363079829	"Suzuki, K., Sado, M., Horiuchi, Y., & Hasegawa, M., Sakamoto, A. (in press) Chugakusei no terebigeemu shiyou to kougekisei: Bouryoku byousha sicho no eikyou oyobi ninchitekijukuryosei niyoru chouseikouka no kentou [Does video game use grow aggression?: Effects of frequent viewing of violent depictions and moderating role of cognitive reflection on junior high school students]. Journal of Digital Games Research. (in Japanese)."	"Blank"	"y"	1	"M"	"y"	"Child"	"East"	"Nonexp"	"NonexpS"	"0.150000"	"0.130000"	"0.270000"	"0.250000"	"0.201"	"T1,T2"	"Japan"	3.99314716885295	385	0.410375249449094	3.90515668388944e-05	7.81031336777888e-05
"365"	"SSI04ABf"	"AggBeh"	"."	302	0.076	0.0761468345400228	0.057831493196624	"Shibuya, A., Sakamoto, A., Ihori, N., Yukawa, S. (2004). Media bouryoku heno sesshoku, sesshoku kankyo ga kougekisei ni oyobosu choukiteki eikyou: Shougakusei heno paneru chosa [The long-term effects of media violence and its situational variables on aggression: A panel study to elementary school children]. Proceeding of the 45th convention of the Japanese Society of Social Psychology, pp. 248-249."	"Blank"	"y"	1	"F"	"y"	"Child"	"East"	"Nonexp"	"NonexpS"	NA	NA	NA	NA	NA	NA	"Japan"	1.31670185795009	300	0.152440886843781	0.0944717735195105	0.188943547039021
